contig00354	11327	27.43
contig00355	11315	28.02
contig00356	11275	24.38
contig00357	11263	26.18
contig00358	11252	24.75
contig00359	11207	24.38
contig00360	11218	24.92
contig00361	11196	25.44
contig00362	11186	28.04
contig00363	11178	27.16
contig00364	11161	27.09
contig00365	11167	27.89
contig00366	11110	29.32
contig00367	11103	23.88
contig00368	11100	25.63
contig00369	11063	26.49
contig00370	11048	23.94
contig00371	11007	27.55
contig00372	10992	27.55
contig00373	11009	27.93
contig00374	10971	27.15
contig00375	10966	25.35
contig00376	10954	23.66
contig00377	10954	25.55
contig00378	10939	23.52
contig00379	10923	24.30
contig00380	10925	26.27
contig00381	10879	26.48
contig00382	10880	23.72
contig00383	10878	28.67
contig00384	10874	24.60
contig00385	10866	24.59
contig00386	10860	23.84
contig00387	10819	25.11
contig00388	10795	23.46
contig00389	10771	26.00
contig00390	10780	23.72
contig00391	10765	27.47
contig00392	10759	27.71
contig00393	10723	23.35
contig00394	10700	24.96
contig00395	10703	29.70
contig00396	10689	26.91
contig00397	10681	25.01
contig00398	10667	23.68
contig00399	10655	23.91
contig00400	10640	24.19
contig00401	10625	28.56
contig00402	10617	25.89
contig00403	10592	26.86
contig00404	10587	26.46
contig00405	10560	24.34
contig00406	10583	23.93
contig00407	10569	23.39
contig00408	10578	23.99
contig00409	10572	32.92
contig00410	10547	25.78
contig00411	10545	23.03
contig00412	10556	23.00
contig00413	10546	24.45
contig00414	10532	27.84
contig00415	10526	28.16
contig00416	10524	27.20
contig00417	10503	23.41
contig00418	10467	23.54
contig00419	10466	26.04
contig00420	10452	25.93
contig00421	10464	31.31
contig00422	10457	26.62
contig00423	10443	25.98
contig00424	10370	29.39
contig00425	10360	26.60
contig00426	10359	24.74
contig00427	10345	27.99
contig00428	10351	27.90
contig00429	10344	31.21
contig00430	10330	28.65
contig00431	10301	27.44
contig00432	10300	24.67
contig00433	10297	29.24
contig00434	10301	24.70
contig00435	10286	28.91
contig00436	10299	27.51
contig00437	10264	25.03
contig00438	10242	25.09
contig00439	10233	27.06
contig00440	10213	23.84
contig00441	10195	30.25
contig00442	10180	25.83
contig00443	10165	23.76
contig00444	10166	28.66
contig00445	10147	20.84
contig00446	10152	22.15
contig00447	10139	26.11
contig00448	10125	28.70
contig00449	10119	25.80
contig00450	10110	27.62
contig00451	10098	22.33
contig00452	10099	29.12
contig00453	10072	24.91
contig00454	10060	23.31
contig00455	10069	24.53
contig00456	10066	22.68
contig00457	10071	23.74
contig00458	10067	24.75
contig00459	10010	24.14
contig00460	10028	27.26
contig00461	10012	25.32
contig00462	10005	23.00
contig00463	10009	27.80
contig00464	10001	24.40
contig00465	10000	28.89
contig00466	10000	26.07
contig00467	9995	27.79
contig00468	9986	25.72
contig00469	9983	26.40
contig00470	9983	26.79
contig00471	9989	25.92
contig00472	9958	25.91
contig00473	9957	25.52
contig00474	9946	25.06
contig00475	9942	26.45
contig00476	9936	29.27
contig00477	9928	27.59
contig00478	9910	27.31
contig00479	9900	24.75
contig00480	9909	24.60
contig00481	9876	24.22
contig00482	9871	23.32
contig00483	9869	28.29
contig00484	9872	28.55
contig00485	9855	27.68
contig00486	9836	26.59
contig00487	9833	23.57
contig00488	9821	26.64
contig00489	9815	25.41
contig00490	9814	25.70
contig00491	9806	26.28
contig00492	9801	28.31
contig00493	9782	26.97
contig00494	9776	26.13
contig00495	9758	23.53
contig00496	9775	25.24
contig00497	9749	25.85
contig00498	9733	27.49
contig00499	9724	23.63
contig00500	9702	24.53
contig00501	9676	26.44
contig00502	9675	23.97
contig00503	9671	26.80
contig00504	9669	26.56
contig00505	9658	24.67
contig00506	9656	27.93
contig00507	9656	30.87
contig00508	9648	26.40
contig00509	9645	24.70
contig00510	9637	24.90
contig00511	9630	27.98
contig00512	9612	26.22
contig00513	9579	26.52
contig00514	9573	23.29
contig00515	9577	28.85
contig00516	9574	23.76
contig00517	9564	24.29
contig00518	9551	22.98
contig00519	9553	26.50
contig00520	9538	24.46
contig00521	9519	21.90
contig00522	9524	25.97
contig00523	9512	24.24
contig00524	9517	26.79
contig00525	9505	23.76
contig00526	9498	26.53
contig00527	9494	28.84
contig00528	9481	30.56
contig00529	9467	26.14
contig00530	9462	26.43
contig00531	9455	26.11
contig00532	9447	25.65
contig00533	9436	25.74
contig00534	9412	25.52
contig00535	9409	26.15
contig00536	9395	26.38
contig00537	9384	30.03
contig00538	9376	28.94
contig00539	9359	24.03
contig00540	9346	27.70
contig00541	9341	26.17
contig00542	9329	26.86
contig00543	9334	28.10
contig00544	9305	26.97
contig00545	9324	22.92
contig00546	9321	24.30
contig00547	9290	28.27
contig00548	9277	23.54
contig00549	9269	25.54
contig00550	9256	27.98
contig00551	9265	28.85
contig00552	9250	24.74
contig00553	9237	28.92
contig00554	9226	23.95
contig00555	9210	24.93
contig00556	9206	26.44
contig00557	9198	23.91
contig00558	9180	26.66
contig00559	9168	24.53
contig00560	9149	23.72
contig00561	9161	26.46
contig00562	9156	23.94
contig00563	9148	26.26
contig00564	9148	21.11
contig00565	9137	28.20
contig00566	9140	23.39
contig00567	9131	23.18
contig00568	9114	24.76
contig00569	9133	23.35
contig00570	9131	28.65
contig00571	9125	25.95
contig00572	9128	30.06
contig00573	9114	28.22
contig00574	9090	24.03
contig00575	9052	25.21
contig00576	9018	26.01
contig00577	9018	27.61
contig00578	9012	24.20
contig00579	8993	26.23
contig00580	8977	26.22
contig00581	8971	27.86
contig00582	8961	24.17
contig00583	8936	25.54
contig00584	8927	27.80
contig00585	8930	32.42
contig00586	8923	22.67
contig00587	8909	24.47
contig00588	8888	26.54
contig00589	8871	28.22
contig00590	8856	27.76
contig00591	8849	25.54
contig00592	8844	30.36
contig00593	8831	27.05
contig00594	8829	24.29
contig00595	8825	22.21
contig00596	8823	24.62
contig00597	8816	26.72
contig00598	8810	28.16
contig00599	8799	26.46
contig00600	8810	24.65
contig00601	8793	24.46
contig00602	8805	25.76
contig00603	8801	26.35
contig00604	8764	24.49
contig00605	8753	24.73
contig00606	8752	29.76
contig00607	8746	27.73
contig00608	8741	25.67
contig00609	8735	25.58
contig00610	8726	25.32
contig00611	8744	28.11
contig00612	8728	27.01
contig00613	8726	23.36
contig00614	8716	24.79
contig00615	8725	26.20
contig00616	8719	28.41
contig00617	8711	22.12
contig00618	8716	24.35
contig00619	8709	26.29
contig00620	8717	25.50
contig00621	8697	26.15
contig00622	8694	26.27
contig00623	8678	23.68
contig00624	8691	27.86
contig00625	8676	26.76
contig00626	8668	26.64
contig00627	8661	25.53
contig00628	8659	24.26
contig00629	8655	24.85
contig00630	8644	27.90
contig00631	8634	25.97
contig00632	8627	24.75
contig00633	8621	25.38
contig00634	8602	25.12
contig00635	8604	27.22
contig00636	8596	27.04
contig00637	8591	32.99
contig00638	8561	23.13
contig00639	8554	23.51
contig00640	8543	28.73
contig00641	8543	27.03
contig00642	8541	26.20
contig00643	8540	23.10
contig00644	8526	25.50
contig00645	8522	26.95
contig00646	8527	24.46
contig00647	8505	25.30
contig00648	8508	27.23
contig00649	8504	27.20
contig00650	8502	24.89
contig00651	8499	29.42
contig00652	8476	28.83
contig00653	8468	24.55
contig00654	8465	25.02
contig00655	8459	25.39
contig00656	8460	27.20
contig00657	8446	26.23
contig00658	8429	23.76
contig00659	8407	25.44
contig00660	8400	24.06
contig00661	8418	23.89
contig00662	8395	25.54
contig00663	8396	27.37
contig00664	8376	24.61
contig00665	8367	24.62
contig00666	8361	26.36
contig00667	8362	25.51
contig00668	8338	30.09
contig00669	8340	24.75
contig00670	8342	25.41
contig00671	8330	27.08
contig00672	8320	25.08
contig00673	8323	26.00
contig00674	8315	27.68
contig00675	8318	21.28
contig00676	8301	24.41
contig00677	8320	23.43
contig00678	8297	28.55
contig00679	8291	25.80
contig00680	8289	26.99
contig00681	8293	29.24
contig00682	8287	25.70
contig00683	8274	24.16
contig00684	8248	23.00
contig00685	8238	23.17
contig00686	8237	24.91
contig00687	8239	23.86
contig00688	8239	25.39
contig00689	8234	24.05
contig00690	8232	26.19
contig00691	8213	21.95
contig00692	8209	25.98
contig00693	8190	26.73
contig00694	8176	23.79
contig00695	8166	25.04
contig00696	8167	22.86
contig00697	8166	31.99
contig00698	8153	24.16
contig00699	8148	27.11
contig00700	8146	24.13
contig00701	8144	28.79
contig00702	8144	31.96
contig00703	8120	23.26
contig00704	8143	28.71
contig00705	8145	23.09
contig00706	8139	25.86
contig00707	8124	24.84
contig00708	8107	24.62
contig00709	8099	27.27
contig00710	8091	29.60
contig00711	8077	24.56
contig00712	8083	25.15
contig00713	8074	23.56
contig00714	8062	25.68
contig00715	8059	31.54
contig00716	8055	25.31
contig00717	8055	25.91
contig00718	8051	26.64
contig00719	8033	26.47
contig00720	8045	24.14
contig00721	8046	21.22
contig00722	8039	25.35
contig00723	8033	28.74
contig00724	8031	28.45
contig00725	8021	27.40
contig00726	8023	28.03
contig00727	8016	27.13
contig00728	8025	26.33
contig00729	7995	25.68
contig00730	7984	23.45
contig00731	7985	23.03
contig00732	7974	26.61
contig00733	7977	25.29
contig00734	7980	25.23
contig00735	7975	27.67
contig00736	7980	25.28
contig00737	7955	24.17
contig00738	7962	27.61
contig00739	7953	24.80
contig00740	7962	23.52
contig00741	7951	27.24
contig00742	7954	30.51
contig00743	7945	22.27
contig00744	7940	25.65
contig00745	7941	24.35
contig00746	7939	27.18
contig00747	7931	26.84
contig00748	7932	28.01
contig00749	7920	31.69
contig00750	7920	28.54
contig00751	7901	23.09
contig00752	7922	26.69
contig00753	7922	28.23
contig00754	7905	22.58
contig00755	7909	29.45
contig00756	7895	27.36
contig00757	7896	26.10
contig00758	7893	25.28
contig00759	7891	26.46
contig00760	7891	23.57
contig00761	7890	28.05
contig00762	7879	25.71
contig00763	7893	25.81
contig00764	7875	32.06
contig00765	7879	29.37
contig00766	7873	25.54
contig00767	7860	27.53
contig00768	7873	25.84
contig00769	7855	28.19
contig00770	7865	25.53
contig00771	7866	29.39
contig00772	7840	23.18
contig00773	7850	24.09
contig00774	7832	27.77
contig00775	7832	25.23
contig00776	7818	27.26
contig00777	7826	30.04
contig00778	7822	26.68
contig00779	7815	24.48
contig00780	7812	25.70
contig00781	7797	23.64
contig00782	7797	21.82
contig00783	7787	29.45
contig00784	7793	25.98
contig00785	7793	25.68
contig00786	7778	26.75
contig00787	7759	21.72
contig00788	7772	23.73
contig00789	7760	23.32
contig00790	7759	29.64
contig00791	7748	23.70
contig00792	7747	23.33
contig00793	7737	26.33
contig00794	7747	27.16
contig00795	7746	25.90
contig00796	7725	22.76
contig00797	7722	24.76
contig00798	7713	28.08
contig00799	7705	23.50
contig00800	7706	21.85
contig00801	7706	23.80
contig00802	7700	26.36
contig00803	7703	29.38
contig00804	7701	27.37
contig00805	7678	23.69
contig00806	7677	31.82
contig00807	7676	23.44
contig00808	7674	27.93
contig00809	7672	26.76
contig00810	7671	25.69
contig00811	7650	23.25
contig00812	7641	29.20
contig00813	7640	24.38
contig00814	7627	27.44
contig00815	7630	26.04
contig00816	7608	27.34
contig00817	7613	23.34
contig00818	7615	23.41
contig00819	7607	24.66
contig00820	7594	25.03
contig00821	7598	29.78
contig00822	7590	27.43
contig00823	7588	23.64
contig00824	7571	24.49
contig00825	7574	23.82
contig00826	7570	27.32
contig00827	7566	28.24
contig00828	7544	29.11
contig00829	7540	20.76
contig00830	7528	24.91
contig00831	7521	22.70
contig00832	7513	23.91
contig00833	7515	26.49
contig00834	7511	28.20
contig00835	7505	26.40
contig00836	7494	22.98
contig00837	7489	23.23
contig00838	7494	25.74
contig00839	7485	25.46
contig00840	7479	27.77
contig00841	7457	24.49
contig00842	7469	27.89
contig00843	7461	23.31
contig00844	7443	28.54
contig00845	7444	30.49
contig00846	7443	29.01
contig00847	7436	22.83
contig00848	7427	29.27
contig00849	7426	25.15
contig00850	7421	27.04
contig00851	7417	23.92
contig00852	7408	27.21
contig00853	7405	28.99
contig00854	7389	24.02
contig00855	7384	25.76
contig00856	7374	23.98
contig00857	7378	24.97
contig00858	7344	25.08
contig00859	7353	23.79
contig00860	7339	24.49
contig00861	7354	29.06
contig00862	7351	26.21
contig00863	7351	26.25
contig00864	7339	25.73
contig00865	7334	23.34
contig00866	7325	22.39
contig00867	7331	27.13
contig00868	7321	28.27
contig00869	7317	34.60
contig00870	7298	26.54
contig00871	7291	28.30
contig00872	7293	28.82
contig00873	7280	23.71
contig00874	7275	22.32
contig00875	7270	25.64
contig00876	7276	29.19
contig00877	7255	23.18
contig00878	7269	25.48
contig00879	7243	22.93
contig00880	7256	27.71
contig00881	7251	26.53
contig00882	7244	24.59
contig00883	7225	25.26
contig00884	7221	26.13
contig00885	7221	26.95
contig00886	7206	24.30
contig00887	7202	27.44
contig00888	7189	25.37
contig00889	7171	28.82
contig00890	7185	22.99
contig00891	7179	27.12
contig00892	7160	22.42
contig00893	7168	27.06
contig00894	7162	24.71
contig00895	7150	26.46
contig00896	7157	26.94
contig00897	7156	28.65
contig00898	7156	23.42
contig00899	7151	24.98
contig00900	7138	25.30
contig00901	7134	25.69
contig00902	7139	25.96
contig00903	7135	24.37
contig00904	7125	24.28
contig00905	7130	26.31
contig00906	7122	23.69
contig00907	7123	24.50
contig00908	7117	25.59
contig00909	7110	25.53
contig00910	7117	23.54
contig00911	7098	24.43
contig00912	7097	27.62
contig00913	7095	26.43
contig00914	7089	27.10
contig00915	7080	24.62
contig00916	7075	23.12
contig00917	7071	22.59
contig00918	7058	22.67
contig00919	7036	22.34
contig00920	7030	28.85
contig00921	7027	27.72
contig00922	7027	23.88
contig00923	7026	23.28
contig00924	7019	24.42
contig00925	7018	29.38
contig00926	7008	25.36
contig00927	7009	23.77
contig00928	6994	24.22
contig00929	6995	25.98
contig00930	6994	23.41
contig00931	6993	25.13
contig00932	6990	24.75
contig00933	6986	26.12
contig00934	6986	30.80
contig00935	6981	25.93
contig00936	6973	24.80
contig00937	6977	31.16
contig00938	6976	24.56
contig00939	6972	23.80
contig00940	6959	21.18
contig00941	6963	25.61
contig00942	6956	27.62
contig00943	6922	27.75
contig00944	6926	25.21
contig00945	6910	24.02
contig00946	6913	26.43
contig00947	6902	24.96
contig00948	6872	30.37
contig00949	6872	23.65
contig00950	6848	27.47
contig00951	6857	23.63
contig00952	6860	28.66
contig00953	6848	37.60
contig00954	6844	27.03
contig00955	6850	27.97
contig00956	6831	24.43
contig00957	6828	30.40
contig00958	6819	24.09
contig00959	6809	26.77
contig00960	6813	27.14
contig00961	6806	23.02
contig00962	6815	24.45
contig00963	6801	22.69
contig00964	6807	29.15
contig00965	6807	26.72
contig00966	6799	31.87
contig00967	6799	26.55
contig00968	6784	26.46
contig00969	6775	23.90
contig00970	6773	27.30
contig00971	6761	25.47
contig00972	6744	24.08
contig00973	6755	26.93
contig00974	6753	27.54
contig00975	6744	25.99
contig00976	6746	24.90
contig00977	6743	26.12
contig00978	6747	24.87
contig00979	6740	25.31
contig00980	6726	23.55
contig00981	6741	25.93
contig00982	6726	31.21
contig00983	6724	26.44
contig00984	6700	25.27
contig00985	6711	26.60
contig00986	6710	24.20
contig00987	6699	27.75
contig00988	6698	28.41
contig00989	6696	22.33
contig00990	6691	25.83
contig00991	6684	26.62
contig00992	6683	25.08
contig00993	6679	22.80
contig00994	6668	23.13
contig00995	6649	27.46
contig00996	6654	27.64
contig00997	6644	24.58
contig00998	6645	27.74
contig00999	6643	26.61
contig01000	6639	25.20
contig01001	6629	31.20
contig01002	6638	24.99
contig01003	6637	26.83
contig01004	6626	27.14
contig01005	6624	27.72
contig01006	6608	27.63
contig01007	6597	29.07
contig01008	6598	26.17
contig01009	6589	24.37
contig01010	6593	24.81
contig01011	6582	30.22
contig01012	6579	23.53
contig01013	6580	24.51
contig01014	6573	23.58
contig01015	6566	26.29
contig01016	6558	30.97
contig01017	6558	22.93
contig01018	6550	25.95
contig01019	6538	21.25
contig01020	6552	27.23
contig01021	6554	21.91
contig01022	6534	29.25
contig01023	6541	25.26
contig01024	6532	23.55
contig01025	6532	24.39
contig01026	6514	23.35
contig01027	6516	29.11
contig01028	6506	28.05
contig01029	6507	26.05
contig01030	6509	25.41
contig01031	6489	27.18
contig01032	6482	28.19
contig01033	6481	23.48
contig01034	6487	23.60
contig01035	6479	24.74
contig01036	6468	25.06
contig01037	6460	24.75
contig01038	6461	31.33
contig01039	6444	23.26
contig01040	6441	24.00
contig01041	6425	28.58
contig01042	6411	23.05
contig01043	6415	21.84
contig01044	6419	24.27
contig01045	6418	24.70
contig01046	6396	25.97
contig01047	6395	25.58
contig01048	6386	24.05
contig01049	6383	26.12
contig01050	6382	23.99
contig01051	6375	23.12
contig01052	6379	26.49
contig01053	6375	26.92
contig01054	6364	25.77
contig01055	6368	24.43
contig01056	6347	20.83
contig01057	6372	24.59
contig01058	6358	26.55
contig01059	6356	26.07
contig01060	6345	23.74
contig01061	6352	25.22
contig01062	6339	25.43
contig01063	6341	26.87
contig01064	6330	28.80
contig01065	6329	23.19
contig01066	6328	22.46
contig01067	6336	25.54
contig01068	6336	24.05
contig01069	6310	28.03
contig01070	6313	28.73
contig01071	6323	25.43
contig01072	6316	31.02
contig01073	6318	28.96
contig01074	6314	24.93
contig01075	6306	24.26
contig01076	6296	24.81
contig01077	6292	24.94
contig01078	6294	22.82
contig01079	6290	25.91
contig01080	6281	37.75
contig01081	6277	26.92
contig01082	6272	24.65
contig01083	6249	24.00
contig01084	6254	25.90
contig01085	6246	23.97
contig01086	6244	30.80
contig01087	6254	27.58
contig01088	6246	28.53
contig01089	6246	26.40
contig01090	6232	29.89
contig01091	6244	23.96
contig01092	6248	23.16
contig01093	6247	27.63
contig01094	6237	23.63
contig01095	6227	27.20
contig01096	6210	24.36
contig01097	6219	23.61
contig01098	6204	24.26
contig01099	6212	24.86
contig01100	6204	29.72
contig01101	6195	34.25
contig01102	6190	22.15
contig01103	6192	22.79
contig01104	6182	31.58
contig01105	6175	25.26
contig01106	6176	30.67
contig01107	6165	29.49
contig01108	6167	26.90
contig01109	6168	27.17
contig01110	6161	26.16
contig01111	6156	25.02
contig01112	6141	24.26
contig01113	6133	27.15
contig01114	6132	30.30
contig01115	6133	26.54
contig01116	6126	24.24
contig01117	6124	24.27
contig01118	6128	23.14
contig01119	6121	28.03
contig01120	6110	26.46
contig01121	6115	23.68
contig01122	6099	27.10
contig01123	6104	29.42
contig01124	6088	23.24
contig01125	6090	30.54
contig01126	6091	21.72
contig01127	6069	31.92
contig01128	6057	25.80
contig01129	6056	25.10
contig01130	6056	27.36
contig01131	6046	30.38
contig01132	6044	26.08
contig01133	6043	30.02
contig01134	6039	24.49
contig01135	6038	26.47
contig01136	6030	22.77
contig01137	6029	24.30
contig01138	6024	24.32
contig01139	6019	22.76
contig01140	6023	26.10
contig01141	6022	25.29
contig01142	6011	25.85
contig01143	6013	29.49
contig01144	6008	28.58
contig01145	6007	28.45
contig01146	6012	27.64
contig01147	6010	28.82
contig01148	6002	25.16
contig01149	6001	27.65
contig01150	5998	25.71
contig01151	5987	24.32
contig01152	5988	24.18
contig01153	5986	26.04
contig01154	5980	23.65
contig01155	5979	26.96
contig01156	5962	23.16
contig01157	5962	27.31
contig01158	5961	26.46
contig01159	5957	35.72
contig01160	5959	28.01
contig01161	5940	25.08
contig01162	5945	27.08
contig01163	5926	26.43
contig01164	5930	24.22
contig01165	5920	22.69
contig01166	5914	24.64
